TIPO DE VICTIMA,DANE UBICACION,DEPARTAMENTO UBICACION,MUNICIPIO UBICACION,CICLO VITAL,DISCAPACIDAD,ETNIA,GENERO,PERSONAS
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Indigena,Mujer,22
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,39
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Indigena,Mujer,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Gitano(a) ROM,Mujer,3
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Mujer,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,9
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,4
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,7
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,21
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,8
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,27
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,117
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,127
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,212
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,372
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,71
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,2
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,8
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Ninguna,Hombre,9
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,14
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,30
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,69
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,33
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Ninguna,Hombre,522
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,172
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,431
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,595
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,970
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,"1,733"
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,412
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Indigena,Hombre,3
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Indigena,Hombre,10
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Indigena,Hombre,13
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Indigena,Hombre,18
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Indigena,Hombre,29
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Indigena,Hombre,4
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Hombre,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Hombre,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Hombre,7
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,5
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,4
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,15
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,7
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,4
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,21
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,138
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,112
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,195
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,223
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,42
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Indigena,Mujer,4
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,3
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,3
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,ND,Sin discapacidad,Ninguna,No Informa,16
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,22
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,6
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 18 y 28,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76520,VALLE DEL CAUCA,PALMIRA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,LGBTI,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Con discapacidad,Ninguna,Mujer,3
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Con discapacidad,Ninguna,Mujer,9
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,8
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,33
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Ninguna,Mujer,12
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,Mujer,141
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,101
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,219
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,287
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,479
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,883
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,216
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Con discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Indigena,Mujer,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Indigena,Mujer,9
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,19
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Indigena,Mujer,7
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,11
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,32
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,51
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,64
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,103
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,27
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,3
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Con discapacidad,Ninguna,Hombre,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,5
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,12
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,17
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,Hombre,207
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,91
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,250
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,302
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,383
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,786
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,243
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Indigena,Hombre,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Indigena,Hombre,4
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Indigena,Hombre,7
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Indigena,Hombre,8
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Indigena,Hombre,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Palenquero,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,5
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,6
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,10
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,23
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,48
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,66
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,60
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,17
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,ND,Sin discapacidad,Ninguna,No Informa,12
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Ninguna,No Informa,6
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,24
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,7
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,2
Víctimas de conflicto armado,76563,VALLE DEL CAUCA,PRADERA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Con discapacidad,Ninguna,Mujer,13
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Con discapacidad,Ninguna,Mujer,11
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,ND,Sin discapacidad,Ninguna,Mujer,44
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,35
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,95
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,104
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,184
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,367
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,84
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 18 y 28,Sin discapacidad,Indigena,Mujer,4
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Sin discapacidad,Indigena,Mujer,5
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Sin discapacidad,Indigena,Mujer,2
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,6
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,8
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,19
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,2
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 6 y 11,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 12 y 17,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 29 y 60,Con discapacidad,Ninguna,Hombre,7
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 61 y 100,Con discapacidad,Ninguna,Hombre,8
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,ND,Sin discapacidad,Ninguna,Hombre,91
Víctimas de conflicto armado,76606,VALLE DEL CAUCA,RESTREPO,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,38
